table,cell_id,model,method_or_setting,scope_or_task,metric,paper_value,recomputed_value,absolute_difference,status,aggregation,source_paths,source_fields,notes
tab:rq2_cross_task,llama3.1|Full-FT|install|Sample-HR,llama3.1,Full-FT,install,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Sample-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Full-FT|install|Package-HR,llama3.1,Full-FT,install,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Package-HR recomputed per 500 records,
tab:rq2_cross_task,llama3.1|Full-FT|install|Valid-Rate,llama3.1,Full-FT,install,Valid-Rate,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_A/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_B/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_C/test100_case_repeat5/rq2_details.jsonl;BOUND/results/paper/rq2_cross_task/llama3.1/Full-FT/fold_D/test100_case_repeat5/rq2_details.jsonl,tasks.install; Valid-Rate recomputed per 500 records,
tab:rq3_ablation,deepseekcoder|BOUND|unseen100|Sample-HR,deepseekcoder,BOUND,unseen100,Sample-HR,0.362,0.362,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/BOUND/rq3_metrics.json,sample_hr,
tab:rq3_ablation,deepseekcoder|BOUND|unseen100|Package-HR,deepseekcoder,BOUND,unseen100,Package-HR,0.1618,0.1618296401,2.964005112e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/BOUND/rq3_metrics.json,package_hr,
tab:rq3_ablation,deepseekcoder|BOUND|unseen100|Valid-Rate,deepseekcoder,BOUND,unseen100,Valid-Rate,0.8835,0.8835,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/BOUND/rq3_metrics.json,valid_rate,
tab:rq3_ablation,qwen3|BOUND|unseen100|Sample-HR,qwen3,BOUND,unseen100,Sample-HR,0.13,0.13,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/BOUND/rq3_metrics.json,sample_hr,
tab:rq3_ablation,qwen3|BOUND|unseen100|Package-HR,qwen3,BOUND,unseen100,Package-HR,0.0702,0.07016362621,3.637378923e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/BOUND/rq3_metrics.json,package_hr,
tab:rq3_ablation,qwen3|BOUND|unseen100|Valid-Rate,qwen3,BOUND,unseen100,Valid-Rate,0.7265,0.7265,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/BOUND/rq3_metrics.json,valid_rate,
tab:rq3_ablation,llama3.1|BOUND|unseen100|Sample-HR,llama3.1,BOUND,unseen100,Sample-HR,0.47,0.47,5.551115123e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/BOUND/rq3_metrics.json,sample_hr,
tab:rq3_ablation,llama3.1|BOUND|unseen100|Package-HR,llama3.1,BOUND,unseen100,Package-HR,0.2204,0.2203710738,2.89262497e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/BOUND/rq3_metrics.json,package_hr,
tab:rq3_ablation,llama3.1|BOUND|unseen100|Valid-Rate,llama3.1,BOUND,unseen100,Valid-Rate,0.8645,0.8645,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/BOUND/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/BOUND/rq3_metrics.json,valid_rate,
tab:rq3_ablation,deepseekcoder|w/o Localization|unseen100|Sample-HR,deepseekcoder,w/o Localization,unseen100,Sample-HR,0.411,0.411,1.665334537e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_localization/rq3_metrics.json,sample_hr,
tab:rq3_ablation,deepseekcoder|w/o Localization|unseen100|Package-HR,deepseekcoder,w/o Localization,unseen100,Package-HR,0.2356,0.235559477,4.052303549e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_localization/rq3_metrics.json,package_hr,
tab:rq3_ablation,deepseekcoder|w/o Localization|unseen100|Valid-Rate,deepseekcoder,w/o Localization,unseen100,Valid-Rate,0.759,0.759,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_localization/rq3_metrics.json,valid_rate,
tab:rq3_ablation,qwen3|w/o Localization|unseen100|Sample-HR,qwen3,w/o Localization,unseen100,Sample-HR,0.2055,0.2055,2.775557562e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_localization/rq3_metrics.json,sample_hr,
tab:rq3_ablation,qwen3|w/o Localization|unseen100|Package-HR,qwen3,w/o Localization,unseen100,Package-HR,0.1548,0.1547821936,1.78064484e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_localization/rq3_metrics.json,package_hr,
tab:rq3_ablation,qwen3|w/o Localization|unseen100|Valid-Rate,qwen3,w/o Localization,unseen100,Valid-Rate,0.589,0.589,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_localization/rq3_metrics.json,valid_rate,
tab:rq3_ablation,llama3.1|w/o Localization|unseen100|Sample-HR,llama3.1,w/o Localization,unseen100,Sample-HR,0.5215,0.5215,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_localization/rq3_metrics.json,sample_hr,
tab:rq3_ablation,llama3.1|w/o Localization|unseen100|Package-HR,llama3.1,w/o Localization,unseen100,Package-HR,0.2555,0.2554610764,3.892358683e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_localization/rq3_metrics.json,package_hr,
tab:rq3_ablation,llama3.1|w/o Localization|unseen100|Valid-Rate,llama3.1,w/o Localization,unseen100,Valid-Rate,0.842,0.842,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_localization/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_localization/rq3_metrics.json,valid_rate,
tab:rq3_ablation,deepseekcoder|w/o Valid-NLL|unseen100|Sample-HR,deepseekcoder,w/o Valid-NLL,unseen100,Sample-HR,0.02,0.02,3.469446952e-18,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_valid_nll/rq3_metrics.json,sample_hr,
tab:rq3_ablation,deepseekcoder|w/o Valid-NLL|unseen100|Package-HR,deepseekcoder,w/o Valid-NLL,unseen100,Package-HR,0.0102,0.01016390865,3.609135118e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_valid_nll/rq3_metrics.json,package_hr,
tab:rq3_ablation,deepseekcoder|w/o Valid-NLL|unseen100|Valid-Rate,deepseekcoder,w/o Valid-NLL,unseen100,Valid-Rate,0.214,0.214,5.551115123e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_valid_nll/rq3_metrics.json,valid_rate,
tab:rq3_ablation,qwen3|w/o Valid-NLL|unseen100|Sample-HR,qwen3,w/o Valid-NLL,unseen100,Sample-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_valid_nll/rq3_metrics.json,sample_hr,
tab:rq3_ablation,qwen3|w/o Valid-NLL|unseen100|Package-HR,qwen3,w/o Valid-NLL,unseen100,Package-HR,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_valid_nll/rq3_metrics.json,package_hr,
tab:rq3_ablation,qwen3|w/o Valid-NLL|unseen100|Valid-Rate,qwen3,w/o Valid-NLL,unseen100,Valid-Rate,0,0,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_valid_nll/rq3_metrics.json,valid_rate,
tab:rq3_ablation,llama3.1|w/o Valid-NLL|unseen100|Sample-HR,llama3.1,w/o Valid-NLL,unseen100,Sample-HR,0.0855,0.0855,2.775557562e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_valid_nll/rq3_metrics.json,sample_hr,
tab:rq3_ablation,llama3.1|w/o Valid-NLL|unseen100|Package-HR,llama3.1,w/o Valid-NLL,unseen100,Package-HR,0.0893,0.08929610072,3.899278396e-06,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_valid_nll/rq3_metrics.json,package_hr,
tab:rq3_ablation,llama3.1|w/o Valid-NLL|unseen100|Valid-Rate,llama3.1,w/o Valid-NLL,unseen100,Valid-Rate,0.2395,0.2395,5.551115123e-17,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_valid_nll/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_valid_nll/rq3_metrics.json,valid_rate,
tab:rq3_ablation,deepseekcoder|w/o Hall-UL|unseen100|Sample-HR,deepseekcoder,w/o Hall-UL,unseen100,Sample-HR,0.6435,0.6435,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_unlikelihood/rq3_metrics.json,sample_hr,
tab:rq3_ablation,deepseekcoder|w/o Hall-UL|unseen100|Package-HR,deepseekcoder,w/o Hall-UL,unseen100,Package-HR,0.4728,0.4727689091,3.109090499e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_unlikelihood/rq3_metrics.json,package_hr,
tab:rq3_ablation,deepseekcoder|w/o Hall-UL|unseen100|Valid-Rate,deepseekcoder,w/o Hall-UL,unseen100,Valid-Rate,0.6435,0.6435,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_unlikelihood/rq3_metrics.json,valid_rate,
tab:rq3_ablation,qwen3|w/o Hall-UL|unseen100|Sample-HR,qwen3,w/o Hall-UL,unseen100,Sample-HR,0.5545,0.5545,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_unlikelihood/rq3_metrics.json,sample_hr,
tab:rq3_ablation,qwen3|w/o Hall-UL|unseen100|Package-HR,qwen3,w/o Hall-UL,unseen100,Package-HR,0.5706,0.5706047355,4.735500677e-06,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_unlikelihood/rq3_metrics.json,package_hr,
tab:rq3_ablation,qwen3|w/o Hall-UL|unseen100|Valid-Rate,qwen3,w/o Hall-UL,unseen100,Valid-Rate,0.3205,0.3205,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_unlikelihood/rq3_metrics.json,valid_rate,
tab:rq3_ablation,llama3.1|w/o Hall-UL|unseen100|Sample-HR,llama3.1,w/o Hall-UL,unseen100,Sample-HR,0.7575,0.7575,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_unlikelihood/rq3_metrics.json,sample_hr,
tab:rq3_ablation,llama3.1|w/o Hall-UL|unseen100|Package-HR,llama3.1,w/o Hall-UL,unseen100,Package-HR,0.6505,0.6505344293,3.44292718e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_unlikelihood/rq3_metrics.json,package_hr,
tab:rq3_ablation,llama3.1|w/o Hall-UL|unseen100|Valid-Rate,llama3.1,w/o Hall-UL,unseen100,Valid-Rate,0.398,0.398,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_unlikelihood/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_unlikelihood/rq3_metrics.json,valid_rate,
tab:rq3_ablation,deepseekcoder|w/o Locality-KL|unseen100|Sample-HR,deepseekcoder,w/o Locality-KL,unseen100,Sample-HR,0.642,0.642,1.110223025e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_locality_kl/rq3_metrics.json,sample_hr,
tab:rq3_ablation,deepseekcoder|w/o Locality-KL|unseen100|Package-HR,deepseekcoder,w/o Locality-KL,unseen100,Package-HR,0.5668,0.5667686482,3.135179736e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_locality_kl/rq3_metrics.json,package_hr,
tab:rq3_ablation,deepseekcoder|w/o Locality-KL|unseen100|Valid-Rate,deepseekcoder,w/o Locality-KL,unseen100,Valid-Rate,0.4625,0.4625,1.665334537e-16,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/deepseekcoder/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/deepseekcoder/fold_D/wo_locality_kl/rq3_metrics.json,valid_rate,
tab:rq3_ablation,qwen3|w/o Locality-KL|unseen100|Sample-HR,qwen3,w/o Locality-KL,unseen100,Sample-HR,0.5065,0.5065,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_locality_kl/rq3_metrics.json,sample_hr,
tab:rq3_ablation,qwen3|w/o Locality-KL|unseen100|Package-HR,qwen3,w/o Locality-KL,unseen100,Package-HR,0.5214,0.5213986676,1.332427646e-06,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_locality_kl/rq3_metrics.json,package_hr,
tab:rq3_ablation,qwen3|w/o Locality-KL|unseen100|Valid-Rate,qwen3,w/o Locality-KL,unseen100,Valid-Rate,0.3175,0.3175,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/qwen3/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/qwen3/fold_D/wo_locality_kl/rq3_metrics.json,valid_rate,
tab:rq3_ablation,llama3.1|w/o Locality-KL|unseen100|Sample-HR,llama3.1,w/o Locality-KL,unseen100,Sample-HR,0.712,0.712,0,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_locality_kl/rq3_metrics.json,sample_hr,
tab:rq3_ablation,llama3.1|w/o Locality-KL|unseen100|Package-HR,llama3.1,w/o Locality-KL,unseen100,Package-HR,0.6027,0.6026525272,4.747278459e-05,match,arithmetic mean across four folds,BOUND/results/paper/rq3_ablation/llama3.1/fold_A/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_B/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_C/wo_locality_kl/rq3_metrics.json;BOUND/results/paper/rq3_ablation/llama3.1/fold_D/wo_locality_kl/rq3_metrics.json,package_hr,
